,Harapan_Lama_Sekolah,Pengeluaran_Perkapita,Rerata_Lama_Sekolah,Usia_Harapan_Hidup,ipm,IPM
2617,12.704924909240813,5231,6.6406643099439915,66.52068993334787,4,4
2618,7.25675771283617,5561,3.415667215113071,64.86256890166564,4,4
2619,8.963278928721447,4413,3.407794264023804,65.58594463096178,4,4
2620,8.633181366996434,4354,3.197873973065091,65.9549742694155,4,4
2621,11.069993168872639,5370,5.276043016632514,61.490556505675315,4,4
2622,11.691734845207733,5071,5.1058674226038665,65.18229673112295,4,4
2623,5.563441442547574,5486,2.1127189026727713,65.3096601371659,4,4
2624,7.693700148601757,5282,2.870935500384749,65.59737198419062,4,4
2625,8.71959789398717,5136,3.8204072273374665,65.7921315418659,4,4
2626,10.25023950077825,5418,4.818535621528225,65.74807185023347,4,4
2627,11.531479906151775,4994,5.047492271596837,67.0811476032722,4,4
2628,9.269968825103536,4814,2.767903352387969,65.10626656166374,4,4
2629,8.340259187035407,4896,4.4469057652367665,65.1259832797901,4,4
2630,10.66152572793832,5349,5.3183083019578135,65.369240517856,4,4
2631,5.125779032583779,5522,2.072931020459582,65.04543745263986,4,4
2632,6.554023453222328,5408,2.986205785200929,64.47332389201986,4,4
2633,8.49754745939371,4583,3.1626200590815796,65.92242350073114,4,4
2634,8.349290006327044,4606,2.7919207904268246,63.15322124029157,4,4
2635,11.113998846491457,4791,4.759767302345367,59.98642633042321,4,4
2636,12.151298836504264,7327,5.4451615932505115,61.153631437778984,4,4
2637,6.382934679196442,5571,2.8641996298587307,64.39635234408347,4,4
2638,8.605470421580154,5974,4.780139384171898,57.20613249639667,4,4
2639,9.430141760414488,6187,4.800393699988224,61.09442534214074,4,4
2640,10.934628939727896,5795,6.335057868557827,67.36430440813606,4,4
2641,8.999542044519478,4862,2.722212879134248,65.07986683318505,4,4
2642,6.593131224724816,5458,3.503978413990737,64.65367316746566,4,4
2643,6.400035660881708,5414,2.757661978762195,64.58305725805,4,4
2644,6.768399939959908,5452,3.1669231923847923,64.85927685264528,4,4
2645,10.3760186208033,4798,3.736886477494404,62.81149141723307,4,4
2646,7.6503106862750485,5284,2.8477671568761993,65.60279617647542,4,4
2647,10.604991529485103,6604,5.032478823712757,65.78381746160079,4,4
2648,5.946617402079845,5602,2.543697394998804,64.19634435583075,4,4
2649,12.820653569618035,5233,6.688968446449266,66.32847972350396,4,4
2650,8.708876169059987,4863,2.749172953957537,65.41107266113009,4,4
2651,11.788235889896782,4999,5.168621038905011,60.05862103890501,4,4
2652,10.351217117005053,4972,3.608635566693078,65.72724833414628,4,4
2653,12.399826846487379,5328,6.411665111248615,65.18457170416407,4,4
2654,12.035031958528773,7784,5.352515979264386,59.479277164749455,4,4
2655,9.885259056573755,5414,4.562508704677272,65.85135788235728,4,4
2656,11.507243085082317,5819,6.644111158975975,67.25489185651044,4,4
2657,7.273412837164562,5282,3.5564341146625402,65.18667262615624,4,4
2658,9.164539859919175,4474,3.3179836363158213,63.963521539311174,4,4
2659,10.579890449981733,4968,4.004172670891512,66.01732353004411,4,4
2660,10.544090567732782,6355,6.127989486169693,65.28846485446998,4,4
2661,10.980936640963975,7419,5.972341602409937,62.78968318089406,4,4
2662,6.51687320884986,5505,2.9508849888702624,65.81547199246485,4,4
2663,11.539241872110567,4809,5.498102127514554,58.178857192089744,4,4
2664,8.049625053285116,5432,3.1839379692527716,65.24541961124213,4,4
2665,6.067464306704886,5536,2.843766991048729,64.27769331852723,4,4
2666,10.502733945732345,6367,4.9085199171055205,66.43226905971225,4,4
2667,11.494931196399195,4991,5.033435075538152,67.04647318632745,4,4
2668,10.546611752179645,6338,6.306611752179643,65.01682318494021,4,4
2669,9.617011320869342,5979,5.437281045073421,60.933478549066024,4,4
2670,5.395301388902286,5396,2.155301388902286,65.80361666682742,4,4
2671,7.653652501504746,5299,2.931312537618652,65.63287251354271,4,4
2672,12.688846884357392,5897,6.568494391581133,64.3962785377259,4,4
2673,9.072433292584403,4639,3.055940213747224,65.62016393895047,4,4
2674,7.421619697953361,5301,3.3908132382969494,65.38351104022576,4,4
2675,12.35,5505,6.63,67.59444904271716,4,4
2676,11.852967780244663,5001,5.20397965068084,62.270209088713415,4,4
2677,11.447866609345022,4987,5.0106436583948355,64.07339447323793,4,4
2678,11.717868917668103,4991,5.150559668569634,62.36932089062695,4,4
2679,12.434114755636317,7597,5.702331311211661,59.90241727506799,4,4
2680,11.111663952851194,4914,4.93324763201609,61.51606614503839,4,4
2681,7.614528004819183,4884,4.264528004819183,65.9843360578302,4,4
2682,10.186672722026941,5073,4.710616503453795,66.7040797863395,4,4
2683,12.287072317582206,5504,6.595914172023695,67.54798991154789,4,4
2684,13.20934550109192,5336,6.845745757097482,65.14942106769905,4,4
2685,10.117524753825887,5011,4.7326172157001345,62.48808228441003,4,4
2686,5.9281166257759725,5397,2.5629732244327235,64.92656789126887,4,4
2687,11.463297648128886,4989,5.01596470625134,63.70464585678212,4,4
2688,5.9036582405386495,5478,2.865004129662827,64.93115204604442,4,4
2689,13.04272324663344,5368,6.464882255202868,62.18975982559461,4,4
2690,13.030910715760152,5335,6.728671043469939,65.20613416975134,4,4
2691,8.856480612719055,4435,3.161857965690475,64.17578350510946,4,4
2692,3.8316888205327118,3975,1.3772682998249477,55.40642388955859,4,4
2693,10.408325072396007,5341,4.71789273026747,62.946699287882595,4,4
2694,9.201315643064342,4485,3.318402812936488,63.73969138927688,4,4
2695,11.230626420897943,7828,6.2115287829834935,59.34596553342474,4,4
2696,9.974767626305466,4960,3.2250275972691282,65.31332442798936,4,4
2697,13.032911335335596,5370,6.480046118117715,62.410081833827974,4,4
2698,9.647819306481052,5771,4.724229461157009,64.43537877268378,4,4
2699,7.327129587081699,5282,3.4542412733567684,65.24563003460187,4,4
2700,12.536382249612103,5251,6.299088465361145,65.3061453973601,4,4
2701,9.006492964332562,4633,3.0681765633197307,65.65483359607256,4,4
2702,8.335270438000531,4598,2.888043979010901,63.89367263407604,4,4
2703,10.251019407888796,4718,4.009142779197733,62.485002398928025,4,4
2704,9.080064297136461,4455,3.2996805977129,64.28875245602462,4,4
2705,6.277682638803659,4176,2.3840322916325407,60.55232083315201,4,4
2706,8.709151257897306,4881,4.531781383243754,64.55185192390557,4,4
2707,6.74230159653551,5348,2.7099839210323258,65.71021362122168,4,4
2708,7.29068472000709,5381,3.292432837025539,65.59593214223351,4,4
2709,11.160966361343503,5889,5.906712688134945,61.67230372975859,4,4
2710,10.242086154438173,4993,4.692917385178623,66.57208415773127,4,4
2711,11.099180626066687,4975,4.672801198268871,66.62146504209066,4,4
2712,6.959715464126664,5407,3.0966600190694082,65.71669724763683,4,4
2713,8.900204060690177,4410,3.3585715751687615,65.46714417651886,4,4
2714,9.409076041878986,5414,4.307443428983349,65.85227538334898,4,4
2715,7.404133319645654,4254,2.744369959783003,63.33901835533333,4,4
2716,8.115980003816157,5026,4.154770896519145,65.05041710888399,4,4
2717,11.313755465912244,8173,6.859140192791274,59.89380064263758,4,4
2718,10.848591339373353,4900,5.062987346512753,61.90805716330392,4,4
2719,8.610318952782565,5022,4.283889278711864,64.33227296411687,4,4
2720,9.603056603147305,5258,4.362296795600896,66.25241291240037,4,4
2721,8.862421792660177,4388,3.406507453006818,66.1048929245667,4,4
2722,6.414999931652263,5428,2.3677485240223928,65.50385967310447,4,4
2723,6.952017387807262,5445,2.8138127157552653,65.0746742433893,4,4
2724,11.893362985305364,4998,5.2302472672479725,60.120247267247976,4,4
2725,9.166562654071722,4482,3.296831992182448,63.720517326384396,4,4
2726,11.364530979403863,5359,5.376555490169011,61.48681321750448,4,4
2727,10.879993295664503,7447,6.137975864392208,61.72154097043396,4,4
2728,9.077261089714053,4454,3.2990732361047117,64.2995448046009,4,4
2729,10.458444262593115,4975,3.7270322066132304,65.84732039821625,4,4
2730,7.422471570695467,5281,3.7137099761368244,65.010517494265,4,4
2731,3.9237333872460893,3981,1.4383712964299868,55.51665305136919,4,4
2732,12.2420860227205,5862,6.618236407650687,65.65065727434258,4,4
2733,5.560587218034705,5675,2.2135596754974296,65.11458340325888,4,4
2734,7.19295120185167,5463,3.836598567669655,64.95880313289278,4,4
2735,11.064614184734417,5816,6.4667293006420685,66.58946214078316,4,4
2736,7.261466139170797,5754,3.2296965502975556,65.31173076727924,4,4
2737,10.57657607455,4854,4.586119238438929,61.28002509688986,4,4
2738,12.377292842174658,7628,5.762973185242172,59.90384976028131,4,4
2739,12.540810079270969,5392,6.448289408457,65.2039202457128,4,4
2740,11.765047138835186,4907,5.212592617328086,60.7111738144784,4,4
2741,12.255211773382655,5326,6.161384750227417,65.26040704548797,4,4
2742,8.858571547556185,4536,3.106645338377417,63.502279375291316,4,4
2743,5.9353149394250195,5397,2.568497511651759,64.91568671947381,4,4
2744,11.669939806139878,5100,5.099975922455951,67.20996388368393,4,4
2745,8.50061197596068,5902,4.749070215099461,56.95369549768312,4,4
2746,6.211139723969472,5409,2.7802833183295963,64.50491951995689,4,4
2747,7.808093239246337,5325,3.1886438615978183,65.67878467723436,4,4
2748,9.947123269360615,4859,3.6387995645345583,62.74683835465689,4,4
2749,10.960751584344443,5343,5.045106971348446,62.39528269643132,4,4
2750,9.805052132318218,5274,4.93730643405495,63.18925675987201,4,4
2751,10.752277010888548,4983,4.051472532856104,66.17635186115123,4,4
2752,10.75926785027459,5397,5.378415180391265,65.36760388592684,4,4
2753,9.34613304492616,5481,5.0029053993350034,66.06156119488406,4,4
2754,8.896356377009198,4403,3.385505360935612,65.7095482484205,4,4
2755,11.211776137006233,7910,6.483437046978369,59.504262887294466,4,4
2756,8.563951937175712,5402,4.151119290915653,64.69363136848924,4,4
2757,10.506523173757948,4976,3.7801193376910676,65.90115876228104,4,4
2758,8.388281713187302,4556,2.864407998409197,63.7268365603687,4,4
2759,10.221171556856278,4967,3.4790247926881843,63.91822334186273,4,4
2760,9.427558167097656,6143,5.384642740577405,60.230298276366774,4,4
2761,8.674819805743176,4583,3.149953722579608,65.83091571755834,4,4
2762,10.522756982306381,5332,5.029453379003962,65.43209396555798,4,4
2763,12.45904936390912,5231,6.508827307151891,66.05438798452748,4,4
2764,10.892981231499906,5360,5.1218942568048575,61.82250302512087,4,4
2765,11.360943418109049,4981,4.980670144175534,66.15055900863548,4,4
2766,7.555029982372699,5284,3.790443357297122,65.15211075365075,4,4
2767,11.193904114590318,5802,6.54049389490013,67.52681451633329,4,4
2768,11.55763871028884,5505,6.130235736408595,67.33972871942721,4,4
2769,9.045968311767743,4447,3.292293134216344,64.4200219996942,4,4
2770,11.473081267340925,8116,6.515868491991099,59.80819680616254,4,4
2771,6.749966278889363,5453,3.202372540597379,64.8376527502356,4,4
2772,12.792054144739504,5233,6.677031295195619,66.37597963786743,4,4
2773,7.653072692365956,5296,2.916817309148897,65.6276542312936,4,4
2774,8.78182703887578,4489,3.1602188249051184,64.2056842005334,4,4
2775,10.600348237783692,6594,5.020870594459228,65.8207979633656,4,4
2776,10.391337805213906,4799,3.756410928213803,62.758725337596545,4,4
2777,8.681679726576009,6026,4.802719918985484,57.389599341757055,4,4
2778,11.72,5009,5.12,67.25982152468379,4,4
2779,12.16483899940033,5502,6.484415396475067,67.51731359896884,4,4
2780,11.64310362916484,5002,5.08155181458242,61.646564929033346,4,4
2781,6.27070827864592,5729,2.6224156423932716,65.45438942883433,4,4
2782,8.53019779727791,4863,2.9928423775189423,65.4849863111525,4,4
2783,9.56454235778644,6211,4.796575501199249,61.78857388197656,4,4
2784,11.692655843211702,5099,5.109062337284681,67.22359350592701,4,4
2785,6.631425468061378,5738,2.843515742642641,65.4024499656292,4,4
2786,11.559973202972822,7683,5.311856478942514,59.068438288356454,4,4
2787,11.702156272514388,4808,5.5689897480065,57.755560215970476,4,4
2788,10.155250113882104,5075,4.693772418088316,66.6771754122282,4,4
2789,10.53216732332236,5888,6.0814100775692,64.48498780473948,4,4
2790,5.821098559566407,5393,2.480843080597475,65.08833938670195,4,4
2791,10.379690118347243,5995,5.546031942949774,60.381102966976925,4,4
2792,11.36724249458396,7388,5.091200923919986,60.49309237622628,4,4
2793,6.136214690494147,5632,2.608702179597993,64.33718805579565,4,4
2794,9.167402739305135,5505,4.622647549858226,66.6149267066626,4,4
2795,5.679022285416915,5411,2.373369982965876,65.39386865259762,4,4
2796,7.614098330333997,4883,4.264098330333996,65.97917996400795,4,4
2797,5.391237880242609,5382,2.151237880242609,65.7548545629113,4,4
2798,10.15809151844349,5264,5.184434297207264,65.19683935021578,4,4
2799,9.810274959720333,5414,4.522343812721104,65.8515023603859,4,4
2800,9.661453454702785,5064,4.570388058294433,66.52050800358543,4,4
2801,11.379710736432703,5811,6.648601734632652,67.53330754722438,4,4
2802,8.62567832318447,4352,3.1990841414218596,66.01475658623987,4,4
2803,10.847414740713594,4985,4.15652044287126,66.28288629819491,4,4
2804,12.437397677731711,5227,6.529000769835846,66.9650177700282,4,4
2805,9.561618903110011,5382,4.5043166481027965,62.413558781672506,4,4
2806,11.421333998662698,4981,5.012517551101601,65.82548649834511,4,4
2807,8.710741634962003,4364,3.2772984297824475,66.07680400647445,4,4
2808,8.744283662450714,4852,2.9968930962624367,65.53091366090523,4,4
2809,5.857782518421008,5410,2.5100689846748883,65.09523391040256,4,4
2810,10.546420881032015,6337,6.306420881032015,65.01157422838041,4,4
2811,11.47420374678061,4990,5.025462979531003,67.02680868284314,4,4
2812,10.941356652187665,5505,5.741529532646667,67.15285073684936,4,4
2813,8.599343237976818,4523,3.172803914622288,64.96393585599287,4,4
2814,8.664593996805051,4366,3.192807419870153,65.70468654158556,4,4
2815,10.821746883025504,4917,4.809297580423948,61.87321036149032,4,4
2816,8.622561716370262,4595,3.139421537168405,65.85669435531048,4,4
2817,8.614462982561694,4580,3.157394974752668,65.8623343378446,4,4
2818,10.113867672408883,6283,5.950973940270295,63.283545280032776,4,4
2819,12.85221174751179,5234,6.702140555483181,66.27606570630651,4,4
2820,9.100342789888188,4844,3.8834104055187315,64.69551686619965,4,4
2821,10.364690849116757,5489,5.554624209938243,66.5832184036275,4,4
2822,8.544106070244156,4579,2.912312740038524,63.286746857133636,4,4
2823,13.456355461853203,5245,6.947182403559069,65.05938993679776,4,4
2824,8.156148869544495,5271,4.135784599782924,65.51249197397331,4,4
2825,8.860572760169712,5795,4.209862299496361,65.08147631326486,4,4
2826,10.537846060345553,6358,5.935658658642986,65.47704897756435,4,4
2827,10.547204418453846,6354,6.223896088378446,65.19442656269386,4,4
2828,6.488578003745131,5417,2.7267751149726287,64.66748135240815,4,4
2829,11.170207025632958,5495,5.990945472217852,66.99576575097521,4,4
2830,5.6816186197455725,5423,2.479483308114725,65.57364829420828,4,4
2831,10.218288173319976,5919,5.860487445067522,63.26689525723022,4,4
2832,6.170344937115711,5521,2.9749397948225327,64.35099576769494,4,4
2833,11.356990949723944,8158,6.749647439455397,59.86345211358122,4,4
2834,6.131366545747738,5409,2.719280299689447,64.63818765298613,4,4
2835,11.921692966989593,7603,5.32466102716371,59.317305894695295,4,4
2836,12.110236078649539,5505,6.478774238285693,67.50729530686812,4,4
2837,9.640350140449524,5124,4.219221427113311,66.23644803289133,4,4
2838,7.646366372896322,5326,3.107204338964164,65.6724710508667,4,4
2839,11.173728690342836,5408,5.375280445815994,65.67890710800296,4,4
2840,9.770925478999589,4631,3.003927608222909,65.18455642290482,4,4
2841,5.62551660370803,5611,2.344706333275427,64.49943266054451,4,4
2842,5.9653238142606035,5645,2.490484715020413,64.5735144798832,4,4
2843,13.137649461219477,5352,6.379721497926587,60.70426659560744,4,4
2844,8.739676190772439,4862,2.706154741813701,65.392999921117,4,4
2845,9.14247795281977,4480,3.281882867267443,63.70722921534884,4,4
2846,11.754110383923775,5402,5.808065070770747,65.5087952322982,4,4
2847,10.87967383929324,4821,5.349891279764413,59.35928854357857,4,4
2848,6.8196101141205965,5705,3.2312744820072403,62.16408092217183,4,4
2849,9.795355447270747,5423,4.6559145723992925,65.61160663418121,4,4
2850,7.6281343736745155,5030,4.027511604621837,65.80983337332313,4,4
2851,9.930432654185985,4961,3.144019388997024,65.25605739921868,4,4
2852,10.066404725224782,5074,4.670345524561759,66.64667624895776,4,4
2853,8.035587438540128,5751,4.130049607602147,66.54002126040092,4,4
2854,5.45263798895496,5380,2.198071014779388,65.64531466785877,4,4
2855,8.918131995514804,4441,3.2330760313963745,64.33768428256737,4,4
2856,12.541206841305439,5228,6.572329812023139,66.79260428965792,4,4
2857,11.717694404793242,7623,5.232324835853784,59.12189674564406,4,4
2858,7.6659287170302,5505,3.6756261988815817,66.15962798023153,4,4
2859,3.724003335423558,3975,1.2571575664339687,55.340155898722195,4,4
2860,11.435467351477827,8139,6.6159597596268,59.842623102037244,4,4
2861,9.683205876822099,5330,4.460676413847043,65.50772920028629,4,4
2862,10.327556990399415,5887,5.545374359473872,60.1880968313873,4,4
2863,11.454353965446497,5505,6.065091180362481,67.30840922132812,4,4
2864,12.488442209931634,5392,6.416840794512872,65.20873167445369,4,4
2865,9.08523059222157,4505,3.2467155345189482,63.65762995646647,4,4
2866,11.684183537003847,7986,5.954121774413493,59.614984559352415,4,4
2867,9.752044246886964,4898,4.793659990463464,63.31481165695423,4,4
2868,5.396584372926208,5400,2.1565843729262073,65.81901247511449,4,4
2869,10.624162823767909,4971,4.680370763552181,66.54888112151701,4,4
2870,11.009663806228712,5332,5.359321785841433,65.38822848592534,4,4
2871,7.87308910817729,5074,3.86337536442773,65.71164764147206,4,4
2872,6.034137663786534,5541,2.801275521327831,64.2539480854479,4,4
2873,6.695066041124995,5407,3.0679511890003726,64.4887835150182,4,4
2874,11.964600413746059,5393,6.1022567065239315,65.25686094733891,4,4
2875,9.565250468116565,4886,4.743464557761864,63.47844963188011,4,4
2876,11.11231424917356,7985,6.775785206554576,59.615950688515255,4,4
2877,10.433176572372021,5248,5.009328206302817,66.5297120884155,4,4
2878,9.092493335332911,5270,4.613150520066119,65.17973504551097,4,4
2879,10.573024880643512,5828,6.139574049487495,64.74985617355796,4,4
2880,13.17475640410298,5343,6.620916626669373,63.004897054384784,4,4
2881,6.130706634004717,5440,2.988952904122998,65.1170125822305,4,4
2882,8.583396753772265,4511,3.0741212320570925,64.48390778339933,4,4
2883,11.549978443282175,4833,5.294966727674663,58.55509419348441,4,4
2884,8.34135699500676,4586,3.0128183976385934,64.76405028596677,4,4
2885,4.216564236332959,4009,1.5384893535288575,55.98888619930374,4,4
2886,11.72,5051,5.12,67.25065280130109,4,4
2887,8.896208756759727,4617,2.867991901388336,63.94340431702393,4,4
2888,9.80422422326549,4632,3.01,65.24294682486455,4,4
2889,7.659051541230045,4895,4.279591606617905,65.9999009832904,4,4
2890,11.64835210186795,5101,5.09134084074718,67.19701126112078,4,4
2891,7.662634304539658,5467,4.0910102482923145,65.19562821394119,4,4
2892,8.886570181421448,4470,3.152995159901969,63.770458384093644,4,4
2893,8.469032573419152,5316,3.628890887974547,65.62873075175483,4,4
2894,9.596478017017333,4721,2.9982349779992625,65.10175427397566,4,4
2895,11.871357721662687,7871,5.456048096592509,59.44367259373246,4,4
2896,11.797297964375996,7615,5.268355920717556,59.198148576402275,4,4
2897,7.794372571630897,4916,4.000137686761705,65.73862040780196,4,4
2898,12.882226223118188,5252,6.596559095036698,62.689615884474904,4,4
2899,9.393041639262815,4679,3.006891845137752,65.38743088954583,4,4
2900,10.996870944818767,4983,4.885154798278238,66.79265129486662,4,4
2901,8.700303269572856,5316,3.765817452496235,64.73132636654326,4,4
2902,10.968665595633595,5004,4.973543393659625,61.36836799831961,4,4
2903,8.622909146172905,4350,3.2006303150041298,66.04879978723432,4,4
2904,5.868211946450768,5419,2.255832854536707,65.6957151065085,4,4
2905,10.5748074364286,4882,4.043554894437124,62.66289247067373,4,4
2906,10.012115263988456,5305,4.54361190802045,65.42581524132459,4,4
2907,11.52233691833707,7771,5.578446828445757,59.215847069846475,4,4
2908,10.124498941474508,4974,4.492580952245143,62.515281775859634,4,4
2909,12.35,5505,6.63,67.58936160233239,4,4
2910,9.776905230734554,4758,2.990557224224062,64.84838839939403,4,4
2911,9.188782060583796,5405,4.1881926825055364,65.82035885128157,4,4
2912,8.852508257114291,5135,3.8785440038370425,65.85425545250985,4,4
2913,8.804905970427718,4635,2.8903316900993685,64.26730205101529,4,4
2914,9.527422097713789,4650,3.01,65.38417239912562,4,4
2915,12.68289605295871,5249,6.538021318921684,65.23736590775215,4,4
2916,9.149535121349569,5335,3.9722840572527613,64.20318797759256,4,4
2917,5.561943552338972,5558,2.3468017654221454,64.41147739485615,4,4
2918,8.866407127189891,4439,3.160256914969372,64.096691599487,4,4
2919,9.727531787140421,4765,3.0249398478706113,64.88293916344031,4,4
2920,11.62,5089,5.078739500261902,66.26991918909302,4,4
2921,9.517802906689543,6032,5.164400292016763,58.88244833775122,4,4
2922,11.311481592226476,4891,4.6614815743750455,61.53259242267341,4,4
2923,8.655362821207124,4598,3.133334734208987,65.83944841359212,4,4
2924,10.390079122158106,4831,4.203539967805216,61.22033343674182,4,4
2925,5.944934601251731,5612,2.503600691591853,64.49959896261223,4,4
2926,11.150922769147078,5011,4.968061904383928,67.05833670945503,4,4
2927,6.137932224726997,5409,2.7243011130265278,64.62721910692666,4,4
2928,8.691802051250638,4361,3.261164710324618,66.07329667615753,4,4
2929,10.158966693360156,4769,3.4831916604713653,63.48021229765732,4,4
2930,10.959882275734548,5487,5.537006674814187,66.9645280304779,4,4
2931,11.670046679562446,5403,5.7453796360530305,65.53343459392136,4,4
2932,8.289905340322507,4896,4.434538153763422,65.19058196471784,4,4
2933,8.210603816195658,5453,3.375360252428647,65.74729023923167,4,4
2934,10.717002738001158,5824,6.23539206605652,65.28864439238065,4,4
2935,9.651737725714991,4625,3.0295117872406174,65.3223831016826,4,4
2936,10.522089928050429,6439,4.849523740981545,66.3352407456772,4,4
2937,12.35,5505,6.63,67.59082336490852,4,4
2938,10.534516868832343,6287,6.294516868832343,64.68421389288943,4,4
2939,7.732800951819141,5556,3.716096942154153,65.1224785595127,4,4
2940,11.0380641088958,5289,5.284508800669535,62.57700296534237,4,4
2941,5.641725275876325,5608,2.359023993690754,64.45810054651537,4,4
2942,8.552145554171586,4554,2.9169897584058115,63.30660916562869,4,4
2943,5.854719909039548,5505,2.5332465194481246,65.61289948699728,4,4
2944,11.424092296038758,7722,5.634781457092006,59.14884935875297,4,4
2945,8.721912523815824,5333,3.7189938897921873,64.6300288153502,4,4
2946,10.247204372790524,4969,3.4937881616228688,65.61077572994772,4,4
2947,11.590905381270186,5890,6.093119815655605,62.43797601699399,4,4
2948,8.35076631183637,4568,3.1901233145483814,65.99801815904387,4,4
2949,10.067320455356679,5530,5.1894065068866855,66.3751475614109,4,4
2950,11.432910919842081,4986,5.0054865240834765,64.4307838810151,4,4
2951,11.197914531571437,7846,6.30904724550402,59.37929462821024,4,4
2952,9.050061311235869,5747,4.363949340155758,64.41912553414237,4,4
2953,6.066813152676808,5621,2.584907366632048,64.28563262770277,4,4
2954,11.292079506855005,7901,6.35111899438664,59.49148735118216,4,4
2955,7.88676165683579,4876,4.328433407488937,65.58298811954725,4,4
2956,8.69677476281032,4848,3.2279591081498125,65.63672893737701,4,4
2957,6.002078674144698,5716,2.579292517355875,65.8754110788668,4,4
2958,8.404252154590418,4590,2.8257888286640904,63.19568911594281,4,4
2959,8.574304783167529,5953,4.770905120938528,57.13110410762553,4,4
2960,8.958322726055943,4464,3.167579623069206,63.605626331617074,4,4
2961,9.52020502282577,4619,3.045728147870795,65.39085217989891,4,4
2962,8.620604002215945,4862,2.868348587112469,65.44126527761688,4,4
2963,11.80867726575671,4884,5.195703220454092,59.923666802423604,4,4
2964,8.479575011724037,4581,3.1659551524635807,65.93187293198015,4,4
2965,7.326496745266593,5560,3.4596793483847095,64.90446166819183,4,4
2966,13.200109475505263,5240,6.847350041950023,65.69825295807387,4,4
2967,6.436487921164434,5409,2.7824448101799732,65.76477008447357,4,4
2968,7.04742750565728,5442,2.6303317198898464,65.1865976508672,4,4
2969,12.758655789122779,5246,6.570940834330332,63.67215153038962,4,4
2970,10.627370334580636,4971,4.681686915405428,66.55043125592195,4,4
2971,9.707214898945017,4627,3.0226721357465047,65.2935045731519,4,4
2972,11.958117840189836,4905,5.2951373374724655,60.47333309541832,4,4
2973,7.774121911002913,4874,4.290081644065224,65.64820577544783,4,4
2974,8.684876016766989,4864,2.782693827821314,65.4251553951202,4,4
2975,8.626154465881907,4842,3.571430552301631,65.79401959871757,4,4
2976,11.640471007963086,5101,5.088188403185234,67.19228260477786,4,4
2977,9.454722559532964,4626,2.9547879653328253,64.73589011825622,4,4
2978,12.666868454522202,5241,6.551911752766798,64.40197277623811,4,4
2979,11.217578865185757,7835,6.2504252698235945,59.35925926943338,4,4
2980,8.66043212692815,5383,4.115738459270643,65.49210820314507,4,4
2981,11.796099144523112,7917,5.656312445930023,59.512553325351725,4,4
2982,11.319092938608984,7779,5.947798409429822,59.25582983613425,4,4
2983,5.643475131831205,5387,2.3445274267541807,65.35683991699933,4,4
2984,8.098852221296339,4858,3.9618001450092333,65.88111477787037,4,4
2985,7.9061665225331685,4929,3.8271232389367613,65.53898835261934,4,4
2986,9.151881447332798,5864,5.193795667040294,59.43170966702239,4,4
2987,11.653071840805223,5101,5.093228736322089,67.19984310448314,4,4
2988,5.3309684402556226,5691,2.056452090701215,65.421547453553,4,4
2989,11.690944816213754,7982,5.936129895837976,59.60879626990606,4,4
2990,6.109622167965662,5409,2.702652246091388,64.67451355469265,4,4
2991,11.669585784894208,5055,5.099834313957683,67.21966862791537,4,4
2992,8.60389339079821,5973,4.779672115792062,57.2023359408105,4,4
2993,10.436824820684299,4859,4.102934368198772,61.61010142025894,4,4
2994,7.501669207691389,5282,3.1221902878066263,65.4371979108808,4,4
2995,8.88210181611983,4396,3.4208324651390876,66.06811141763552,4,4
2996,12.306513298561502,7667,5.83851101750159,59.90563411852366,4,4
2997,6.919775932817153,5407,3.0726750275639625,65.72036679179176,4,4
2998,7.638189081224113,5279,3.8334753661779355,65.15639147802929,4,4
2999,11.62157672998465,8043,6.569493741949155,59.92290142697517,4,4
3000,6.9965510613212265,5410,3.176394875717561,64.68254308674261,4,4
3001,8.93247561760035,4462,3.1515365902347,63.5913658579864,4,4
3002,5.480037749653845,4109,2.064656549164189,58.85533927615599,4,4
3003,9.841748079599272,4999,4.590954604723675,66.45509528331453,4,4
3004,6.162838148708127,4194,2.2385646474827143,58.99568474714984,4,4
3005,12.612719155316373,5394,6.448320749438501,65.25713404068313,4,4
3006,7.838456307926135,4921,3.93191285678098,65.6598994501319,4,4
3007,11.672371312957495,4990,5.129379749135385,62.89960331794369,4,4
3008,12.735495625692064,5392,6.544838241875686,65.17270782649788,4,4
3009,8.163836588402301,4944,3.672944628374897,65.14744768095369,4,4
3010,10.092892904121655,5307,5.163524971576708,65.16911486032913,4,4
3011,11.97004457512826,5217,6.233125504731569,67.02313624472838,4,4
3012,12.437487265180627,5227,6.529038162858001,66.96486897696087,4,4
3013,7.366951589964649,5281,3.6851971724733703,65.05295734394228,4,4
3014,8.456266672538556,4558,3.2071003840866643,65.72517239860719,4,4
3015,8.530015246722806,4422,3.196667231360104,66.04000338816063,4,4
3016,11.786059110928957,7753,5.246536241202183,59.22549612677595,4,4
3017,5.294739899147357,5680,2.052520244246832,65.34291325717425,4,4
3018,9.818100180821714,4958,3.0205864693961244,65.05878245536712,4,4
3019,11.552234676954038,5256,5.93185615104759,65.21921725003136,4,4
3020,5.618531669667869,5613,2.338536308206617,64.51724424234693,4,4
3021,8.492781650717436,5897,4.746750118731093,56.93484471469013,4,4
3022,12.21365277642254,5505,6.5440020207085565,67.53865481764834,4,4
3023,11.885739373012992,4999,5.224677498745048,61.04041194956511,4,4
